0: f-arabic:	[388: f-mandarin (0.85486436092)]	[214: f-german (0.853046371361)]	[466: f-portuguese (0.852571603814)]	[443: m-polish (0.851850352364)]	[266: m-italian (0.849391917444)]	[655: m-spanish (0.848949883933)]	[514: f-russian (0.847720781125)]	[38: m-arabic (0.847177913415)]	[173: f-french (0.84676065418)]	[401: m-mandarin (0.844714583698)]	
410: m-mandarin:	[588: f-spanish (0.861586543832)]	[245: f-italian (0.85666170025)]	[48: m-arabic (0.849262529048)]	[257: m-italian (0.848019681029)]	[502: f-russian (0.842828933392)]	[563: f-spanish (0.838195558799)]	[233: m-german (0.836275419563)]	[40: m-arabic (0.836065263007)]	[448: m-polish (0.835951334127)]	[149: m-dutch (0.834317764111)]	
411: m-mandarin:	[539: m-russian (0.840207034389)]	[75: m-arabic (0.838923122619)]	[608: m-spanish (0.838713434138)]	[418: m-mandarin (0.832505196235)]	[101: m-cantonese (0.828140048515)]	[407: m-mandarin (0.827182775875)]	[54: m-arabic (0.826704524374)]	[294: m-japanese (0.825777614459)]	[698: m-turkish (0.817278969292)]	[657: m-spanish (0.81207252529)]	
412: m-mandarin:	[75: m-arabic (0.853677200907)]	[294: m-japanese (0.850822788769)]	[267: m-italian (0.846057761739)]	[482: m-portuguese (0.83216308278)]	[646: m-spanish (0.829866983217)]	[73: m-arabic (0.828496082393)]	[698: m-turkish (0.823492773463)]	[657: m-spanish (0.823291967503)]	[598: m-spanish (0.822319592046)]	[262: m-italian (0.820381677445)]	
413: m-mandarin:	[620: m-spanish (0.857069939979)]	[50: m-arabic (0.857043385979)]	[574: f-spanish (0.84629579468)]	[598: m-spanish (0.845615192682)]	[54: m-arabic (0.84168061299)]	[538: m-russian (0.841425310251)]	[492: m-portuguese (0.838002043936)]	[384: f-mandarin (0.837772187758)]	[623: m-spanish (0.837450484975)]	[673: m-spanish (0.83596318369)]	
414: m-mandarin:	[162: f-french (0.861240533199)]	[473: m-portuguese (0.854648345724)]	[464: f-portuguese (0.851209799027)]	[601: m-spanish (0.849659579874)]	[109: f-dutch (0.846541151045)]	[381: f-mandarin (0.843881255843)]	[557: f-spanish (0.841157054886)]	[528: m-russian (0.837982777622)]	[148: m-dutch (0.83739659593)]	[401: m-mandarin (0.837322546135)]	
415: m-mandarin:	[344: f-macedonian (0.956413926191)]	[203: m-french (0.948741664232)]	[308: f-korean (0.948092688032)]	[74: m-arabic (0.947506082284)]	[656: m-spanish (0.947067880895)]	[222: f-german (0.946000539921)]	[362: m-macedonian (0.94524315)]	[573: f-spanish (0.94490655609)]	[440: m-polish (0.942012200444)]	[93: f-cantonese (0.94138324001)]	
416: m-mandarin:	[698: m-turkish (0.883919987467)]	[57: m-arabic (0.84903334539)]	[230: m-german (0.824889284482)]	[146: m-dutch (0.821617388682)]	[198: m-french (0.81949631153)]	[494: m-portuguese (0.816497119786)]	[446: m-polish (0.813916250681)]	[30: m-arabic (0.813906338279)]	[232: m-german (0.81280469843)]	[294: m-japanese (0.811042975621)]	
417: m-mandarin:	[473: m-portuguese (0.863747759919)]	[51: m-arabic (0.858723494286)]	[257: m-italian (0.855713394178)]	[188: m-french (0.849489814938)]	[623: m-spanish (0.833822018655)]	[619: m-spanish (0.833659248369)]	[339: m-korean (0.829059290855)]	[601: m-spanish (0.824739308308)]	[407: m-mandarin (0.822443869267)]	[37: m-arabic (0.820587124562)]	
418: m-mandarin:	[606: m-spanish (0.877877957932)]	[294: m-japanese (0.869551201512)]	[296: m-japanese (0.863650375695)]	[57: m-arabic (0.862953102517)]	[524: m-russian (0.84540675794)]	[101: m-cantonese (0.845372657716)]	[478: m-portuguese (0.844398827403)]	[489: m-portuguese (0.844190455762)]	[407: m-mandarin (0.842284225921)]	[539: m-russian (0.840736407455)]	
419: m-mandarin:	[230: m-german (0.841778217292)]	[296: m-japanese (0.833022502642)]	[531: m-russian (0.829655181583)]	[294: m-japanese (0.815747359765)]	[474: m-portuguese (0.814408043743)]	[444: m-polish (0.810230251547)]	[658: m-spanish (0.808792448482)]	[698: m-turkish (0.807951547796)]	[365: m-macedonian (0.803115571934)]	[54: m-arabic (0.802596862567)]	
420: m-mandarin:	[504: f-russian (0.85928179661)]	[620: m-spanish (0.854820645653)]	[570: f-spanish (0.850085238289)]	[625: m-spanish (0.839358688623)]	[401: m-mandarin (0.834645638992)]	[673: m-spanish (0.834017445392)]	[59: m-arabic (0.830860554762)]	[293: m-japanese (0.828990107977)]	[310: f-korean (0.824132795853)]	[633: m-spanish (0.823373137536)]	
421: m-mandarin:	[617: m-spanish (0.810806268117)]	[615: m-spanish (0.804336705531)]	[58: m-arabic (0.79801809106)]	[438: m-polish (0.792769485416)]	[689: m-turkish (0.790221902347)]	[54: m-arabic (0.787288825028)]	[452: m-polish (0.784396811629)]	[65: m-arabic (0.779851436065)]	[150: f-french (0.779711769367)]	[333: m-korean (0.778357385772)]	
422: f-polish:	[459: f-portuguese (0.920606252466)]	[683: f-turkish (0.920277928859)]	[572: f-spanish (0.919754470267)]	[113: f-dutch (0.914735466493)]	[17: f-arabic (0.913969248375)]	[317: f-korean (0.913234113176)]	[390: f-mandarin (0.913176577824)]	[93: f-cantonese (0.911831763419)]	[468: f-portuguese (0.911639472283)]	[175: f-french (0.911445078811)]	
423: f-polish:	[528: m-russian (0.88891392658)]	[390: f-mandarin (0.881445805645)]	[426: f-polish (0.881351586148)]	[425: f-polish (0.881252374185)]	[557: f-spanish (0.880811158952)]	[286: f-japanese (0.880035548276)]	[465: f-portuguese (0.878152208584)]	[52: m-arabic (0.877790280141)]	[696: m-turkish (0.877655435402)]	[228: f-german (0.874168471929)]	
424: f-polish:	[533: m-russian (0.866873964679)]	[385: f-mandarin (0.863328752644)]	[257: m-italian (0.855323521019)]	[556: f-spanish (0.850980019212)]	[280: f-japanese (0.848237441597)]	[435: f-polish (0.847739640713)]	[69: m-arabic (0.842161692049)]	[492: m-portuguese (0.840744435294)]	[574: f-spanish (0.840047316112)]	[153: f-french (0.839606613733)]	
425: f-polish:	[468: f-portuguese (0.935543176538)]	[398: f-mandarin (0.934876387719)]	[687: f-turkish (0.930665738714)]	[426: f-polish (0.924233534027)]	[572: f-spanish (0.923849536753)]	[686: f-turkish (0.923346700381)]	[251: f-italian (0.923116543892)]	[109: f-dutch (0.923058129415)]	[123: f-dutch (0.922794920578)]	[344: f-macedonian (0.92144684041)]	
426: f-polish:	[425: f-polish (0.924233534027)]	[528: m-russian (0.912752913179)]	[191: m-french (0.910122947552)]	[502: f-russian (0.910029532105)]	[687: f-turkish (0.909287955815)]	[551: f-spanish (0.904166796572)]	[468: f-portuguese (0.903541574939)]	[515: f-russian (0.902602225707)]	[181: m-french (0.902398288553)]	[398: f-mandarin (0.90169472063)]	
427: f-polish:	[564: f-spanish (0.917871232061)]	[397: f-mandarin (0.911590748567)]	[398: f-mandarin (0.910938022497)]	[343: f-macedonian (0.898174910107)]	[130: f-dutch (0.893560712855)]	[599: m-spanish (0.893548589052)]	[166: f-french (0.892644485954)]	[426: f-polish (0.89145655763)]	[502: f-russian (0.89094113577)]	[366: f-mandarin (0.890565653115)]	
428: f-polish:	[356: f-macedonian (0.918258427401)]	[187: m-french (0.917953650552)]	[344: f-macedonian (0.917042607596)]	[467: f-portuguese (0.916964565645)]	[181: m-french (0.915855901942)]	[157: f-french (0.915789249077)]	[593: f-spanish (0.915026990859)]	[392: f-mandarin (0.912717984707)]	[321: f-korean (0.912072360811)]	[395: f-mandarin (0.911753987455)]	
429: f-polish:	[563: f-spanish (0.874265776358)]	[500: f-russian (0.872595837667)]	[23: f-arabic (0.869014137377)]	[600: m-spanish (0.868962751368)]	[401: m-mandarin (0.861465699149)]	[648: m-spanish (0.86136659587)]	[384: f-mandarin (0.857155950642)]	[284: f-japanese (0.854705903556)]	[371: f-mandarin (0.854528277868)]	[570: f-spanish (0.85285155569)]	
430: f-polish:	[402: m-mandarin (0.924134013146)]	[447: m-polish (0.919769418609)]	[308: f-korean (0.916395579316)]	[356: f-macedonian (0.915451547169)]	[572: f-spanish (0.914650076251)]	[111: f-dutch (0.91440422028)]	[688: m-turkish (0.913527423324)]	[415: m-mandarin (0.912216945654)]	[247: f-italian (0.911107976251)]	[682: f-turkish (0.91064106657)]	
431: f-polish:	[502: f-russian (0.889392083841)]	[398: f-mandarin (0.885442698951)]	[81: m-arabic (0.883992615229)]	[286: f-japanese (0.882012241269)]	[17: f-arabic (0.881907527847)]	[520: f-russian (0.879520128854)]	[79: m-arabic (0.879093072428)]	[402: m-mandarin (0.87483480148)]	[15: f-arabic (0.873507462457)]	[299: f-korean (0.873249629219)]	
432: f-polish:	[108: f-dutch (0.925362756358)]	[164: f-french (0.924078755167)]	[356: f-macedonian (0.919944752072)]	[119: f-dutch (0.915821432228)]	[688: m-turkish (0.915176570257)]	[6: f-arabic (0.914720475057)]	[502: f-russian (0.914368860809)]	[454: f-portuguese (0.914042530784)]	[650: m-spanish (0.91239206818)]	[342: f-macedonian (0.912081662711)]	
433: f-polish:	[203: m-french (0.938080013679)]	[183: m-french (0.928826104405)]	[683: f-turkish (0.928148639165)]	[572: f-spanish (0.922891558213)]	[157: f-french (0.922594160155)]	[543: f-spanish (0.920054781373)]	[251: f-italian (0.91814678965)]	[347: f-macedonian (0.917458247793)]	[86: f-cantonese (0.91574296818)]	[124: f-dutch (0.915142461364)]	
434: f-polish:	[305: f-korean (0.8199773924)]	[562: f-spanish (0.818074840005)]	[670: m-spanish (0.816400218764)]	[385: f-mandarin (0.8162326166)]	[389: f-mandarin (0.813037285306)]	[320: f-korean (0.81022737742)]	[280: f-japanese (0.807545057136)]	[699: m-turkish (0.806637533522)]	[287: f-japanese (0.805507637874)]	[304: f-korean (0.80458621078)]	
435: f-polish:	[366: f-mandarin (0.865383539661)]	[170: f-french (0.847896352263)]	[424: f-polish (0.847739640713)]	[391: f-mandarin (0.841990218009)]	[138: m-dutch (0.8378896305)]	[315: f-korean (0.837072400568)]	[199: m-french (0.836844615592)]	[513: f-russian (0.834212074103)]	[556: f-spanish (0.832679149028)]	[201: m-french (0.832269113622)]	
436: f-polish:	[511: f-russian (0.88540556231)]	[453: f-portuguese (0.88335183116)]	[699: m-turkish (0.880016501621)]	[383: f-mandarin (0.879374095673)]	[551: f-spanish (0.878801568909)]	[464: f-portuguese (0.87876227153)]	[670: m-spanish (0.878347147033)]	[28: f-arabic (0.876909747994)]	[425: f-polish (0.876791748107)]	[11: f-arabic (0.876619783694)]	
437: m-polish:	[37: m-arabic (0.88182456812)]	[214: f-german (0.861627921618)]	[31: m-arabic (0.858498443761)]	[367: f-mandarin (0.854712473906)]	[50: m-arabic (0.85047462573)]	[574: f-spanish (0.847912453796)]	[193: m-french (0.847347931966)]	[397: f-mandarin (0.842244623035)]	[498: f-russian (0.841852172021)]	[662: m-spanish (0.837546761077)]	
438: m-polish:	[377: f-mandarin (0.857684179135)]	[132: m-dutch (0.847059456361)]	[623: m-spanish (0.843584906143)]	[54: m-arabic (0.837477311226)]	[698: m-turkish (0.835435032084)]	[606: m-spanish (0.831568815247)]	[64: m-arabic (0.830052745384)]	[617: m-spanish (0.829933682642)]	[619: m-spanish (0.828195764979)]	[492: m-portuguese (0.826788026109)]	
439: m-polish:	[617: m-spanish (0.80705647961)]	[57: m-arabic (0.806311492146)]	[273: m-italian (0.803850326587)]	[269: m-italian (0.795254647594)]	[494: m-portuguese (0.795048771856)]	[622: m-spanish (0.792960718762)]	[77: m-arabic (0.792782329951)]	[56: m-arabic (0.786423307323)]	[412: m-mandarin (0.786255508804)]	[438: m-polish (0.785242925131)]	
440: m-polish:	[362: m-macedonian (0.97715774074)]	[242: m-german (0.972187776162)]	[328: m-korean (0.97201485508)]	[656: m-spanish (0.971395401845)]	[243: m-german (0.96995795961)]	[231: m-german (0.968314985781)]	[690: m-turkish (0.9682206663)]	[74: m-arabic (0.967168043957)]	[100: m-cantonese (0.966460983908)]	[480: m-portuguese (0.960603331366)]	
441: m-polish:	[698: m-turkish (0.841754217414)]	[101: m-cantonese (0.828563250319)]	[260: m-italian (0.817002728175)]	[330: m-korean (0.814026482224)]	[539: m-russian (0.809032310733)]	[620: m-spanish (0.806433126251)]	[605: m-spanish (0.805997885711)]	[37: m-arabic (0.805631785026)]	[375: f-mandarin (0.805589166776)]	[645: m-spanish (0.803721453774)]	
442: m-polish:	[260: m-italian (0.877532857337)]	[409: m-mandarin (0.869137733935)]	[332: m-korean (0.837427056047)]	[698: m-turkish (0.836493437526)]	[610: m-spanish (0.831353781161)]	[367: f-mandarin (0.830409677906)]	[498: f-russian (0.829887153585)]	[190: m-french (0.828700987663)]	[257: m-italian (0.827939609142)]	[45: m-arabic (0.825785609344)]	
443: m-polish:	[401: m-mandarin (0.881807128562)]	[468: f-portuguese (0.877744705983)]	[515: f-russian (0.877184236155)]	[280: f-japanese (0.877039045309)]	[319: f-korean (0.872821946873)]	[167: f-french (0.871468386954)]	[567: f-spanish (0.870840374321)]	[220: f-german (0.870595103624)]	[514: f-russian (0.87008941561)]	[507: f-russian (0.869860762611)]	
444: m-polish:	[531: m-russian (0.857693166509)]	[294: m-japanese (0.852743713249)]	[73: m-arabic (0.848832889337)]	[50: m-arabic (0.847606551264)]	[418: m-mandarin (0.835086093695)]	[524: m-russian (0.83254522341)]	[246: f-italian (0.832498697322)]	[234: m-german (0.832215784299)]	[323: m-korean (0.825830869269)]	[365: m-macedonian (0.823322680474)]	
445: m-polish:	[571: f-spanish (0.869119358257)]	[603: m-spanish (0.852403215778)]	[159: f-french (0.85141254548)]	[670: m-spanish (0.850140082556)]	[601: m-spanish (0.84566482658)]	[155: f-french (0.840680011225)]	[375: f-mandarin (0.839319135754)]	[377: f-mandarin (0.836912970812)]	[464: f-portuguese (0.834807421931)]	[10: f-arabic (0.834772185995)]	
446: m-polish:	[296: m-japanese (0.837391189115)]	[418: m-mandarin (0.828036203655)]	[403: m-mandarin (0.826614992966)]	[234: m-german (0.825128536833)]	[539: m-russian (0.821349773927)]	[75: m-arabic (0.82037665255)]	[230: m-german (0.818324112603)]	[57: m-arabic (0.817883803408)]	[323: m-korean (0.816668593289)]	[47: m-arabic (0.815733121717)]	
447: m-polish:	[348: f-macedonian (0.928322432172)]	[682: f-turkish (0.922346822)]	[430: f-polish (0.919769418609)]	[254: m-italian (0.917437057803)]	[308: f-korean (0.916328015939)]	[187: m-french (0.916254882608)]	[520: f-russian (0.914895937305)]	[21: f-arabic (0.914376218449)]	[425: f-polish (0.912507845299)]	[281: f-japanese (0.912380792621)]	
448: m-polish:	[193: m-french (0.854159883648)]	[528: m-russian (0.853699232069)]	[620: m-spanish (0.852401500152)]	[177: f-french (0.852240249309)]	[310: f-korean (0.851897290377)]	[401: m-mandarin (0.849424698223)]	[10: f-arabic (0.843503479569)]	[560: f-spanish (0.842979209789)]	[235: m-german (0.842440998486)]	[274: f-japanese (0.837168373257)]	
449: m-polish:	[75: m-arabic (0.844146865216)]	[620: m-spanish (0.835016317706)]	[522: m-russian (0.832071957826)]	[99: m-cantonese (0.828963116647)]	[53: m-arabic (0.82108634047)]	[623: m-spanish (0.82018285827)]	[55: m-arabic (0.819456687015)]	[503: f-russian (0.819093260612)]	[23: f-arabic (0.818881738146)]	[185: m-french (0.818611059881)]	
450: m-polish:	[280: f-japanese (0.894033546474)]	[309: f-korean (0.87963045043)]	[25: f-arabic (0.874325753913)]	[306: f-korean (0.873813697905)]	[588: f-spanish (0.873017454536)]	[118: f-dutch (0.872338738656)]	[162: f-french (0.866469238972)]	[301: f-korean (0.864997221155)]	[477: m-portuguese (0.86335663532)]	[455: f-portuguese (0.862981894316)]	
451: m-polish:	[286: f-japanese (0.936123653832)]	[502: f-russian (0.932685297389)]	[181: m-french (0.928722533399)]	[117: f-dutch (0.92391477179)]	[356: f-macedonian (0.923885466317)]	[157: f-french (0.923134671322)]	[348: f-macedonian (0.920904614085)]	[534: m-russian (0.919803270015)]	[175: f-french (0.919731063901)]	[462: f-portuguese (0.919639393054)]	
452: m-polish:	[623: m-spanish (0.826971474703)]	[66: m-arabic (0.81559005168)]	[55: m-arabic (0.815523244036)]	[296: m-japanese (0.812223526176)]	[294: m-japanese (0.811930115843)]	[57: m-arabic (0.807262857913)]	[240: m-german (0.806151123252)]	[598: m-spanish (0.80142789729)]	[65: m-arabic (0.799852440924)]	[102: m-cantonese (0.799783569937)]	
453: f-portuguese:	[370: f-mandarin (0.886734638134)]	[436: f-polish (0.88335183116)]	[28: f-arabic (0.881590853928)]	[11: f-arabic (0.878019367653)]	[173: f-french (0.873502192069)]	[574: f-spanish (0.871783931547)]	[397: f-mandarin (0.869964421327)]	[699: m-turkish (0.867754650385)]	[334: m-korean (0.866208180112)]	[507: f-russian (0.863551852731)]	
454: f-portuguese:	[119: f-dutch (0.931142354203)]	[688: m-turkish (0.926183045286)]	[286: f-japanese (0.915374828798)]	[432: f-polish (0.914042530784)]	[683: f-turkish (0.909043788394)]	[281: f-japanese (0.907931165151)]	[21: f-arabic (0.907364974633)]	[183: m-french (0.906920843927)]	[678: f-turkish (0.9057407051)]	[347: f-macedonian (0.90533247507)]	
455: f-portuguese:	[180: m-french (0.912924130243)]	[15: f-arabic (0.910343887984)]	[36: m-arabic (0.907266760018)]	[287: f-japanese (0.904502580875)]	[118: f-dutch (0.902120302361)]	[162: f-french (0.899052399286)]	[398: f-mandarin (0.898545730634)]	[502: f-russian (0.895805646002)]	[5: f-arabic (0.894261687815)]	[687: f-turkish (0.892924124927)]	
456: f-portuguese:	[280: f-japanese (0.872638817263)]	[284: f-japanese (0.861477763663)]	[574: f-spanish (0.846409412323)]	[373: f-mandarin (0.843971522656)]	[349: f-macedonian (0.842315253575)]	[526: m-russian (0.837245633201)]	[69: m-arabic (0.836776023549)]	[310: f-korean (0.834037895548)]	[107: f-dutch (0.833312839897)]	[473: m-portuguese (0.832736287072)]	
457: f-portuguese:	[317: f-korean (0.925694553939)]	[112: f-dutch (0.924980377487)]	[203: m-french (0.921894519772)]	[94: f-cantonese (0.920824675553)]	[599: m-spanish (0.918575442398)]	[106: f-dutch (0.917703910192)]	[682: f-turkish (0.91749153546)]	[281: f-japanese (0.91721965634)]	[395: f-mandarin (0.915498602267)]	[145: m-dutch (0.913402397818)]	
458: f-portuguese:	[139: m-dutch (0.880129155954)]	[37: m-arabic (0.875506748911)]	[246: f-italian (0.871534507008)]	[664: m-spanish (0.862798794205)]	[45: m-arabic (0.862218540827)]	[557: f-spanish (0.861846722462)]	[492: m-portuguese (0.858751576418)]	[311: f-korean (0.854663400017)]	[13: f-arabic (0.853334626323)]	[401: m-mandarin (0.853286325062)]	
459: f-portuguese:	[422: f-polish (0.920606252466)]	[356: f-macedonian (0.914902476918)]	[171: f-french (0.91397919926)]	[22: f-arabic (0.913410683788)]	[468: f-portuguese (0.912175021223)]	[425: f-polish (0.9068225715)]	[464: f-portuguese (0.90544377274)]	[88: f-cantonese (0.904423086337)]	[265: m-italian (0.90388575653)]	[507: f-russian (0.902744363757)]	
460: f-portuguese:	[552: f-spanish (0.916037370448)]	[564: f-spanish (0.915437544029)]	[684: f-turkish (0.909378637402)]	[390: f-mandarin (0.904440113248)]	[305: f-korean (0.900573101846)]	[169: f-french (0.900453268203)]	[88: f-cantonese (0.899965504781)]	[196: m-french (0.898396913115)]	[210: f-german (0.897948811525)]	[426: f-polish (0.897471578742)]	
461: f-portuguese:	[514: f-russian (0.838752918519)]	[318: f-korean (0.83163654832)]	[215: f-german (0.829945906063)]	[366: f-mandarin (0.829495495431)]	[245: f-italian (0.827959053516)]	[398: f-mandarin (0.826751352954)]	[405: m-mandarin (0.824057350519)]	[528: m-russian (0.821585829355)]	[280: f-japanese (0.81721581796)]	[534: m-russian (0.815593753875)]	
462: f-portuguese:	[451: m-polish (0.919639393054)]	[218: f-german (0.913687955579)]	[356: f-macedonian (0.911564405888)]	[117: f-dutch (0.910738714447)]	[164: f-french (0.909295493133)]	[468: f-portuguese (0.905196205858)]	[347: f-macedonian (0.903939301395)]	[520: f-russian (0.902665893576)]	[88: f-cantonese (0.901600721915)]	[425: f-polish (0.901413271351)]	
463: f-portuguese:	[398: f-mandarin (0.91820142659)]	[109: f-dutch (0.905278870959)]	[425: f-polish (0.889763313328)]	[127: f-dutch (0.887913960654)]	[343: f-macedonian (0.884399242915)]	[219: f-german (0.884157143448)]	[229: f-german (0.883677549434)]	[114: f-dutch (0.883670441576)]	[502: f-russian (0.88261504251)]	[280: f-japanese (0.87930067121)]	
